id, featurePt.x, featurePt.y, status
0,1050.0,746.0,1
1,1037.0,749.0,1
2,844.0,756.0,1
3,831.0,753.0,1
4,1003.0,754.0,1
5,1111.0,879.0,1
6,1719.0,803.0,1
7,1691.0,687.0,1
8,1505.0,692.0,1
9,884.0,717.0,1
10,297.0,995.0,1
11,1505.0,815.0,1
12,1128.0,1022.0,1
13,690.0,445.0,1
14,1477.0,885.0,1
15,1009.0,698.0,1
16,1600.0,354.0,1
17,1505.0,886.0,1
18,808.0,588.0,1
19,1116.0,1047.0,1
20,1482.0,818.0,1
21,823.0,588.0,1
22,1739.0,821.0,1
23,936.0,695.0,1
24,981.0,738.0,1
25,1118.0,1034.0,1
26,1730.0,878.0,1
27,778.0,617.0,1
28,879.0,760.0,1
29,1663.0,866.0,1
30,1074.0,1061.0,1
31,1748.0,813.0,1
32,1490.0,828.0,1
33,1426.0,1012.0,1
34,659.0,479.0,1
35,1132.0,1048.0,1
36,788.0,644.0,1
37,1102.0,322.0,1
38,1106.0,1035.0,1
39,1390.0,997.0,1
40,1125.0,1034.0,1
41,922.0,704.0,1
42,378.0,289.0,1
43,643.0,457.0,1
44,1058.0,691.0,1
45,1755.0,876.0,1
46,1610.0,355.0,1
47,464.0,296.0,1
48,1107.0,521.0,1
49,905.0,509.0,1
50,818.0,700.0,1
51,1203.0,1019.0,1
52,1099.0,1035.0,1
53,902.0,740.0,1
54,1142.0,1047.0,1
55,1365.0,929.0,1
56,455.0,297.0,1
57,739.0,444.0,1
58,1263.0,1002.0,1
59,1298.0,488.0,1
60,1192.0,732.0,1
61,794.0,453.0,1
62,869.0,704.0,1
63,734.0,456.0,1
64,936.0,707.0,1
65,1329.0,916.0,1
66,1139.0,1033.0,1
67,1218.0,505.0,1
68,945.0,713.0,1
69,175.0,338.0,1
70,1101.0,311.0,1
71,1313.0,885.0,1
72,1125.0,1050.0,1
73,784.0,480.0,1
74,944.0,704.0,1
75,275.0,953.0,1
76,1041.0,1028.0,1
77,886.0,742.0,1
78,1180.0,471.0,1
79,1715.0,809.0,1
80,777.0,604.0,1
81,1468.0,755.0,1
82,1320.0,885.0,1
83,201.0,989.0,1
84,1574.0,869.0,1
85,1304.0,856.0,1
86,795.0,652.0,1
87,919.0,523.0,1
88,1106.0,1045.0,1
89,1540.0,828.0,1
90,1218.0,780.0,1
91,1163.0,724.0,1
92,1426.0,753.0,1
93,1272.0,845.0,1
94,869.0,492.0,1
95,981.0,722.0,1
96,930.0,535.0,1
97,399.0,319.0,1
98,638.0,446.0,1
99,740.0,492.0,1
