id, featurePt.x, featurePt.y, status
0,902.0,604.0,1
1,734.0,608.0,1
2,1096.0,833.0,1
3,915.0,602.0,1
4,686.0,498.0,1
5,897.0,845.0,1
6,873.0,609.0,1
7,879.0,560.0,1
8,722.0,607.0,1
9,975.0,790.0,1
10,1110.0,833.0,1
11,701.0,501.0,1
12,1346.0,535.0,1
13,1530.0,630.0,1
14,881.0,843.0,1
15,1323.0,698.0,1
16,983.0,662.0,1
17,1010.0,788.0,1
18,1346.0,699.0,1
19,1348.0,635.0,1
20,985.0,800.0,1
21,1541.0,693.0,1
22,769.0,576.0,1
23,1552.0,640.0,1
24,1001.0,799.0,1
25,1011.0,799.0,1
26,1334.0,650.0,1
27,756.0,563.0,1
28,1599.0,355.0,1
29,297.0,995.0,1
30,330.0,333.0,1
31,854.0,594.0,1
32,1508.0,531.0,1
33,922.0,555.0,1
34,624.0,392.0,1
35,1113.0,765.0,1
36,1561.0,692.0,1
37,994.0,450.0,1
38,1390.0,997.0,1
39,412.0,312.0,1
40,562.0,430.0,1
41,1609.0,355.0,1
42,990.0,792.0,1
43,439.0,344.0,1
44,783.0,405.0,1
45,597.0,421.0,1
46,835.0,565.0,1
47,175.0,339.0,1
48,1093.0,436.0,1
49,953.0,812.0,1
50,391.0,333.0,1
51,1325.0,646.0,1
52,1374.0,649.0,1
53,710.0,560.0,1
54,998.0,789.0,1
55,1071.0,406.0,1
56,513.0,354.0,1
57,708.0,395.0,1
58,1329.0,916.0,1
59,1482.0,683.0,1
60,1406.0,684.0,1
61,978.0,797.0,1
62,1062.0,777.0,1
63,422.0,311.0,1
64,201.0,989.0,1
65,854.0,581.0,1
66,1280.0,586.0,1
67,1313.0,596.0,1
68,294.0,310.0,1
69,802.0,566.0,1
70,1425.0,1012.0,1
71,827.0,433.0,1
72,771.0,597.0,1
73,577.0,399.0,1
74,1365.0,930.0,1
75,1314.0,886.0,1
76,1303.0,856.0,1
77,1164.0,440.0,1
78,1271.0,845.0,1
79,228.0,337.0,1
80,927.0,783.0,1
81,794.0,477.0,1
82,1192.0,733.0,1
83,928.0,535.0,1
84,342.0,304.0,1
85,1138.0,447.0,1
86,1163.0,724.0,1
87,1577.0,579.0,1
88,275.0,953.0,1
89,904.0,719.0,1
90,1249.0,791.0,1
91,578.0,392.0,1
92,1218.0,781.0,1
93,408.0,328.0,1
94,1039.0,825.0,1
95,653.0,519.0,1
96,693.0,351.0,1
97,1018.0,410.0,1
98,1058.0,809.0,1
99,1039.0,809.0,1
