id, featurePt.x, featurePt.y, status
0,874.0,576.0,1
1,711.0,581.0,1
2,886.0,574.0,1
3,1064.0,788.0,1
4,699.0,579.0,1
5,873.0,795.0,1
6,669.0,474.0,1
7,1491.0,599.0,1
8,1313.0,508.0,1
9,844.0,581.0,1
10,957.0,661.0,1
11,1311.0,665.0,1
12,1078.0,788.0,1
13,952.0,755.0,1
14,1290.0,665.0,1
15,1512.0,609.0,1
16,953.0,745.0,1
17,982.0,744.0,1
18,857.0,797.0,1
19,955.0,622.0,1
20,744.0,548.0,1
21,1316.0,604.0,1
22,1501.0,660.0,1
23,1520.0,659.0,1
24,732.0,537.0,1
25,973.0,755.0,1
26,1600.0,355.0,1
27,1301.0,618.0,1
28,1058.0,635.0,1
29,297.0,995.0,1
30,983.0,754.0,1
31,851.0,533.0,1
32,827.0,566.0,1
33,808.0,538.0,1
34,961.0,754.0,1
35,1469.0,504.0,1
36,1293.0,614.0,1
37,892.0,528.0,1
38,1080.0,721.0,1
39,1390.0,997.0,1
40,610.0,382.0,1
41,1610.0,355.0,1
42,827.0,554.0,1
43,1009.0,764.0,1
44,970.0,438.0,1
45,746.0,569.0,1
46,971.0,744.0,1
47,548.0,420.0,1
48,1329.0,916.0,1
49,1032.0,734.0,1
50,1108.0,678.0,1
51,1314.0,886.0,1
52,1426.0,1013.0,1
53,901.0,739.0,1
54,1218.0,781.0,1
55,1009.0,780.0,1
56,201.0,989.0,1
57,1365.0,930.0,1
58,900.0,509.0,1
59,1280.0,567.0,1
60,1271.0,845.0,1
61,564.0,389.0,1
62,768.0,453.0,1
63,1371.0,651.0,1
64,275.0,953.0,1
65,1304.0,857.0,1
66,927.0,767.0,1
67,1163.0,725.0,1
68,1444.0,650.0,1
69,1248.0,557.0,1
70,808.0,417.0,1
71,1045.0,394.0,1
72,777.0,539.0,1
73,431.0,349.0,1
74,1111.0,435.0,1
75,880.0,676.0,1
76,175.0,338.0,1
77,1028.0,764.0,1
78,227.0,337.0,1
79,1192.0,733.0,1
80,688.0,534.0,1
81,663.0,489.0,1
82,760.0,568.0,1
83,1321.0,886.0,1
84,1340.0,617.0,1
85,1067.0,424.0,1
86,654.0,388.0,1
87,1249.0,791.0,1
88,851.0,730.0,1
89,1495.0,552.0,1
90,1034.0,394.0,1
91,374.0,688.0,1
92,764.0,388.0,1
93,577.0,410.0,1
94,407.0,313.0,1
95,353.0,335.0,1
96,682.0,470.0,1
97,927.0,783.0,1
98,1492.0,639.0,1
99,1320.0,644.0,1
