id, featurePt.x, featurePt.y, status
0,1063.0,783.0,1
1,1076.0,781.0,1
2,1135.0,930.0,1
3,850.0,789.0,1
4,1535.0,727.0,1
5,864.0,792.0,1
6,905.0,751.0,1
7,1729.0,721.0,1
8,1136.0,979.0,1
9,1537.0,854.0,1
10,1508.0,926.0,1
11,702.0,460.0,1
12,1759.0,841.0,1
13,1027.0,790.0,1
14,1770.0,918.0,1
15,900.0,795.0,1
16,824.0,613.0,1
17,1537.0,927.0,1
18,891.0,738.0,1
19,1600.0,354.0,1
20,1513.0,857.0,1
21,1700.0,906.0,1
22,1780.0,859.0,1
23,1005.0,773.0,1
24,298.0,995.0,1
25,795.0,642.0,1
26,823.0,662.0,1
27,386.0,288.0,1
28,1787.0,852.0,1
29,958.0,744.0,1
30,1061.0,634.0,1
31,1084.0,724.0,1
32,1035.0,731.0,1
33,806.0,676.0,1
34,732.0,493.0,1
35,1390.0,997.0,1
36,464.0,295.0,1
37,1102.0,322.0,1
38,838.0,733.0,1
39,648.0,469.0,1
40,1795.0,916.0,1
41,671.0,495.0,1
42,1522.0,868.0,1
43,1426.0,1012.0,1
44,1231.0,1075.0,1
45,944.0,738.0,1
46,1329.0,916.0,1
47,839.0,612.0,1
48,752.0,460.0,1
49,747.0,471.0,1
50,1609.0,355.0,1
51,1245.0,521.0,1
52,794.0,629.0,1
53,755.0,515.0,1
54,1131.0,537.0,1
55,1313.0,885.0,1
56,924.0,776.0,1
57,823.0,527.0,1
58,473.0,294.0,1
59,968.0,747.0,1
60,407.0,317.0,1
61,938.0,546.0,1
62,1365.0,929.0,1
63,1609.0,909.0,1
64,485.0,320.0,1
65,1320.0,886.0,1
66,1753.0,848.0,1
67,201.0,989.0,1
68,1004.0,757.0,1
69,1498.0,791.0,1
70,1304.0,856.0,1
71,800.0,502.0,1
72,826.0,622.0,1
73,1100.0,311.0,1
74,1192.0,732.0,1
75,275.0,953.0,1
76,175.0,338.0,1
77,650.0,462.0,1
78,822.0,520.0,1
79,887.0,513.0,1
80,1163.0,724.0,1
81,1573.0,867.0,1
82,655.0,472.0,1
83,923.0,760.0,1
84,1271.0,845.0,1
85,227.0,337.0,1
86,1249.0,791.0,1
87,838.0,623.0,1
88,1265.0,488.0,1
89,1218.0,781.0,1
90,934.0,631.0,1
91,1205.0,485.0,1
92,999.0,1072.0,1
93,1456.0,790.0,1
94,373.0,688.0,1
95,907.0,777.0,1
96,645.0,413.0,1
97,982.0,737.0,1
98,968.0,738.0,1
99,670.0,484.0,1
