id, featurePt.x, featurePt.y, status
0,692.0,560.0,1
1,852.0,555.0,1
2,852.0,759.0,1
3,1040.0,752.0,1
4,680.0,558.0,1
5,863.0,553.0,1
6,1044.0,1045.0,1
7,823.0,560.0,1
8,1053.0,752.0,1
9,926.0,710.0,1
10,1481.0,587.0,1
11,1264.0,641.0,1
12,1460.0,577.0,1
13,1285.0,641.0,1
14,930.0,720.0,1
15,838.0,760.0,1
16,830.0,513.0,1
17,951.0,719.0,1
18,959.0,709.0,1
19,1290.0,582.0,1
20,1600.0,354.0,1
21,1471.0,636.0,1
22,960.0,718.0,1
23,1271.0,592.0,1
24,1489.0,636.0,1
25,1287.0,488.0,1
26,933.0,591.0,1
27,597.0,375.0,1
28,806.0,546.0,1
29,725.0,528.0,1
30,1102.0,322.0,1
31,657.0,457.0,1
32,871.0,508.0,1
33,297.0,998.0,1
34,940.0,713.0,1
35,1439.0,484.0,1
36,1390.0,997.0,1
37,1055.0,687.0,1
38,713.0,517.0,1
39,787.0,517.0,1
40,1315.0,886.0,1
41,1609.0,355.0,1
42,1330.0,917.0,1
43,1255.0,545.0,1
44,985.0,728.0,1
45,949.0,709.0,1
46,950.0,429.0,1
47,880.0,704.0,1
48,671.0,514.0,1
49,806.0,533.0,1
50,1224.0,536.0,1
51,1102.0,331.0,1
52,1008.0,699.0,1
53,757.0,520.0,1
54,1426.0,1012.0,1
55,727.0,549.0,1
56,538.0,411.0,1
57,1272.0,845.0,1
58,750.0,376.0,1
59,1365.0,930.0,1
60,1313.0,594.0,1
61,1047.0,416.0,1
62,1218.0,781.0,1
63,275.0,953.0,1
64,906.0,731.0,1
65,1083.0,641.0,1
66,566.0,402.0,1
67,860.0,643.0,1
68,553.0,382.0,1
69,1304.0,857.0,1
70,373.0,688.0,1
71,740.0,547.0,1
72,720.0,564.0,1
73,201.0,989.0,1
74,832.0,695.0,1
75,1137.0,684.0,1
76,939.0,704.0,1
77,1053.0,1056.0,1
78,749.0,436.0,1
79,175.0,338.0,1
80,1100.0,311.0,1
81,1464.0,532.0,1
82,1004.0,729.0,1
83,626.0,484.0,1
84,1193.0,733.0,1
85,1343.0,628.0,1
86,1092.0,427.0,1
87,228.0,336.0,1
88,642.0,376.0,1
89,767.0,513.0,1
90,1250.0,791.0,1
91,1163.0,724.0,1
92,1415.0,627.0,1
93,1025.0,387.0,1
94,392.0,335.0,1
95,1015.0,387.0,1
96,1109.0,678.0,1
97,974.0,390.0,1
98,819.0,546.0,1
99,1461.0,616.0,1
