id, featurePt.x, featurePt.y, status
0,769.0,652.0,1
1,1142.0,904.0,1
2,944.0,647.0,1
3,957.0,644.0,1
4,756.0,651.0,1
5,932.0,918.0,1
6,1158.0,904.0,1
7,1105.0,361.0,1
8,1588.0,681.0,1
9,916.0,915.0,1
10,1611.0,691.0,1
11,920.0,600.0,1
12,805.0,617.0,1
13,1395.0,580.0,1
14,1014.0,860.0,1
15,913.0,652.0,1
16,1564.0,576.0,1
17,1599.0,747.0,1
18,1370.0,753.0,1
19,1024.0,724.0,1
20,297.0,995.0,1
21,710.0,537.0,1
22,1599.0,355.0,1
23,964.0,595.0,1
24,1395.0,754.0,1
25,1030.0,869.0,1
26,645.0,406.0,1
27,1395.0,691.0,1
28,353.0,297.0,1
29,792.0,605.0,1
30,1020.0,870.0,1
31,1042.0,870.0,1
32,1052.0,869.0,1
33,894.0,636.0,1
34,1051.0,857.0,1
35,1390.0,997.0,1
36,1382.0,702.0,1
37,1022.0,859.0,1
38,1029.0,469.0,1
39,1159.0,832.0,1
40,1325.0,635.0,1
41,1041.0,861.0,1
42,596.0,414.0,1
43,1030.0,862.0,1
44,1538.0,737.0,1
45,1106.0,846.0,1
46,1038.0,847.0,1
47,1610.0,355.0,1
48,745.0,602.0,1
49,855.0,456.0,1
50,874.0,606.0,1
51,692.0,426.0,1
52,1132.0,454.0,1
53,894.0,623.0,1
54,227.0,337.0,1
55,970.0,563.0,1
56,1426.0,1012.0,1
57,581.0,447.0,1
58,1621.0,746.0,1
59,611.0,437.0,1
60,175.0,338.0,1
61,1042.0,921.0,1
62,450.0,336.0,1
63,807.0,640.0,1
64,1373.0,697.0,1
65,713.0,514.0,1
66,1365.0,929.0,1
67,1329.0,916.0,1
68,725.0,528.0,1
69,840.0,607.0,1
70,1192.0,732.0,1
71,304.0,304.0,1
72,1304.0,857.0,1
73,275.0,953.0,1
74,1314.0,886.0,1
75,861.0,606.0,1
76,1360.0,645.0,1
77,1321.0,886.0,1
78,810.0,426.0,1
79,1271.0,845.0,1
80,1458.0,739.0,1
81,963.0,852.0,1
82,822.0,638.0,1
83,373.0,688.0,1
84,1097.0,422.0,1
85,1105.0,312.0,1
86,719.0,562.0,1
87,732.0,415.0,1
88,908.0,842.0,1
89,422.0,321.0,1
90,1109.0,422.0,1
91,1637.0,626.0,1
92,1249.0,791.0,1
93,800.0,657.0,1
94,852.0,601.0,1
95,1163.0,725.0,1
96,404.0,328.0,1
97,1427.0,702.0,1
98,373.0,325.0,1
99,1081.0,879.0,1
