id, featurePt.x, featurePt.y, status
0,1107.0,847.0,1
1,1181.0,1023.0,1
2,1120.0,845.0,1
3,883.0,854.0,1
4,898.0,856.0,1
5,941.0,813.0,1
6,1594.0,794.0,1
7,831.0,469.0,1
8,1797.0,787.0,1
9,1570.0,934.0,1
10,925.0,799.0,1
11,1565.0,1006.0,1
12,1596.0,929.0,1
13,297.0,995.0,1
14,997.0,807.0,1
15,1077.0,792.0,1
16,1832.0,915.0,1
17,726.0,484.0,1
18,937.0,859.0,1
19,838.0,734.0,1
20,756.0,518.0,1
21,865.0,707.0,1
22,1853.0,933.0,1
23,1046.0,836.0,1
24,1600.0,354.0,1
25,859.0,654.0,1
26,1102.0,322.0,1
27,951.0,699.0,1
28,1768.0,984.0,1
29,1860.0,926.0,1
30,870.0,795.0,1
31,500.0,314.0,1
32,1007.0,806.0,1
33,1390.0,997.0,1
34,772.0,495.0,1
35,669.0,493.0,1
36,400.0,285.0,1
37,1426.0,1012.0,1
38,785.0,553.0,1
39,874.0,654.0,1
40,982.0,800.0,1
41,1596.0,1007.0,1
42,693.0,520.0,1
43,960.0,839.0,1
44,1841.0,997.0,1
45,1129.0,784.0,1
46,482.0,298.0,1
47,778.0,483.0,1
48,1069.0,854.0,1
49,976.0,584.0,1
50,1610.0,355.0,1
51,676.0,496.0,1
52,1580.0,945.0,1
53,175.0,338.0,1
54,1365.0,929.0,1
55,1292.0,552.0,1
56,1304.0,856.0,1
57,1101.0,311.0,1
58,275.0,953.0,1
59,1140.0,763.0,1
60,1320.0,886.0,1
61,959.0,822.0,1
62,1329.0,916.0,1
63,671.0,485.0,1
64,1192.0,732.0,1
65,827.0,672.0,1
66,201.0,989.0,1
67,227.0,337.0,1
68,769.0,692.0,1
69,828.0,686.0,1
70,1003.0,814.0,1
71,1218.0,781.0,1
72,1272.0,845.0,1
73,1886.0,847.0,1
74,1824.0,921.0,1
75,972.0,688.0,1
76,373.0,688.0,1
77,1174.0,570.0,1
78,1046.0,819.0,1
79,1177.0,1074.0,1
80,1021.0,798.0,1
81,397.0,780.0,1
82,833.0,539.0,1
83,878.0,671.0,1
84,1163.0,461.0,1
85,860.0,664.0,1
86,943.0,840.0,1
87,1163.0,724.0,1
88,1109.0,678.0,1
89,924.0,551.0,1
90,1634.0,944.0,1
91,616.0,441.0,1
92,1063.0,1068.0,1
93,1249.0,791.0,1
94,1666.0,976.0,1
95,1672.0,988.0,1
96,876.0,538.0,1
97,422.0,315.0,1
98,1002.0,800.0,1
99,1773.0,972.0,1
