id, featurePt.x, featurePt.y, status
0,924.0,814.0,1
1,617.0,242.0,1
2,454.0,273.0,1
3,569.0,251.0,1
4,240.0,294.0,1
5,285.0,101.0,1
6,216.0,300.0,1
7,136.0,16.0,1
8,445.0,12.0,1
9,732.0,447.0,1
10,644.0,133.0,1
11,416.0,13.0,1
12,226.0,462.0,1
13,922.0,806.0,1
14,184.0,12.0,1
15,480.0,266.0,1
16,599.0,952.0,1
17,235.0,334.0,1
18,208.0,310.0,1
19,481.0,23.0,1
20,962.0,446.0,1
21,453.0,260.0,1
22,562.0,246.0,1
23,615.0,134.0,1
24,534.0,243.0,1
25,434.0,20.0,1
26,274.0,32.0,1
27,235.0,300.0,1
28,429.0,232.0,1
29,514.0,270.0,1
30,209.0,468.0,1
31,617.0,224.0,1
32,892.0,212.0,1
33,770.0,447.0,1
34,381.0,114.0,1
35,560.0,234.0,1
36,636.0,138.0,1
37,688.0,236.0,1
38,676.0,231.0,1
39,705.0,214.0,1
40,523.0,270.0,1
41,125.0,307.0,1
42,654.0,173.0,1
43,729.0,112.0,1
44,357.0,141.0,1
45,278.0,293.0,1
46,142.0,124.0,1
47,896.0,840.0,1
48,560.0,324.0,1
49,542.0,259.0,1
50,348.0,301.0,1
51,226.0,300.0,1
52,731.0,594.0,1
53,176.0,126.0,1
54,451.0,19.0,1
55,824.0,833.0,1
56,480.0,257.0,1
57,392.0,113.0,1
58,677.0,573.0,1
59,358.0,299.0,1
60,549.0,245.0,1
61,219.0,93.0,1
62,735.0,574.0,1
63,660.0,135.0,1
64,604.0,246.0,1
65,592.0,953.0,1
66,96.0,327.0,1
67,378.0,277.0,1
68,146.0,61.0,1
69,458.0,80.0,1
70,442.0,190.0,1
71,523.0,333.0,1
72,79.0,120.0,1
73,479.0,425.0,1
74,357.0,278.0,1
75,249.0,363.0,1
76,495.0,151.0,1
77,12.0,219.0,1
78,714.0,109.0,1
79,234.0,188.0,1
80,334.0,303.0,1
81,283.0,136.0,1
82,85.0,218.0,1
83,859.0,834.0,1
84,384.0,325.0,1
85,725.0,214.0,1
86,8.0,189.0,1
87,166.0,62.0,1
88,551.0,258.0,1
89,623.0,964.0,1
90,814.0,611.0,1
91,338.0,317.0,1
92,959.0,431.0,1
93,468.0,205.0,1
94,81.0,190.0,1
95,663.0,220.0,1
96,223.0,130.0,1
97,464.0,280.0,1
98,385.0,303.0,1
99,117.0,13.0,1
