id, featurePt.x, featurePt.y, status
0,456.0,356.0,1
1,244.0,376.0,1
2,219.0,382.0,1
3,293.0,188.0,1
4,196.0,101.0,1
5,284.0,121.0,1
6,455.0,343.0,1
7,646.0,220.0,1
8,487.0,114.0,1
9,149.0,105.0,1
10,485.0,349.0,1
11,424.0,104.0,1
12,452.0,103.0,1
13,441.0,111.0,1
14,212.0,391.0,1
15,618.0,325.0,1
16,52.0,64.0,1
17,571.0,335.0,1
18,776.0,477.0,1
19,360.0,361.0,1
20,807.0,477.0,1
21,382.0,359.0,1
22,238.0,415.0,1
23,147.0,87.0,1
24,230.0,379.0,1
25,133.0,83.0,1
26,618.0,221.0,1
27,1177.0,470.0,1
28,555.0,328.0,1
29,517.0,354.0,1
30,126.0,76.0,1
31,433.0,316.0,1
32,953.0,650.0,1
33,482.0,341.0,1
34,228.0,179.0,1
35,280.0,133.0,1
36,388.0,200.0,1
37,892.0,298.0,1
38,225.0,123.0,1
39,282.0,373.0,1
40,11.0,55.0,1
41,499.0,238.0,1
42,670.0,743.0,1
43,354.0,365.0,1
44,805.0,545.0,1
45,464.0,169.0,1
46,190.0,114.0,1
47,398.0,200.0,1
48,561.0,406.0,1
49,456.0,109.0,1
50,37.0,61.0,1
51,241.0,385.0,1
52,72.0,62.0,1
53,157.0,149.0,1
54,212.0,155.0,1
55,499.0,1007.0,1
56,225.0,541.0,1
57,525.0,353.0,1
58,447.0,275.0,1
59,706.0,300.0,1
60,164.0,85.0,1
61,492.0,121.0,1
62,432.0,232.0,1
63,81.0,64.0,1
64,619.0,309.0,1
65,133.0,144.0,1
66,536.0,327.0,1
67,657.0,221.0,1
68,363.0,226.0,1
69,376.0,363.0,1
70,24.0,52.0,1
71,209.0,547.0,1
72,44.0,67.0,1
73,564.0,331.0,1
74,545.0,326.0,1
75,130.0,102.0,1
76,175.0,150.0,1
77,678.0,316.0,1
78,564.0,319.0,1
79,730.0,200.0,1
80,349.0,385.0,1
81,318.0,140.0,1
82,517.0,127.0,1
83,454.0,157.0,1
84,363.0,381.0,1
85,619.0,237.0,1
86,690.0,321.0,1
87,199.0,118.0,1
88,269.0,165.0,1
89,204.0,156.0,1
90,472.0,290.0,1
91,345.0,104.0,1
92,802.0,563.0,1
93,726.0,298.0,1
94,544.0,343.0,1
95,217.0,179.0,1
96,228.0,158.0,1
97,88.0,136.0,1
98,314.0,275.0,1
99,484.0,159.0,1
