id, featurePt.x, featurePt.y, status
0,123.0,241.0,1
1,239.0,160.0,1
2,293.0,471.0,1
3,221.0,142.0,1
4,146.0,472.0,1
5,124.0,229.0,1
6,233.0,389.0,1
7,144.0,220.0,1
8,170.0,845.0,1
9,379.0,114.0,1
10,173.0,255.0,1
11,436.0,153.0,1
12,146.0,399.0,1
13,134.0,215.0,1
14,204.0,182.0,1
15,467.0,201.0,1
16,299.0,297.0,1
17,450.0,13.0,1
18,121.0,126.0,1
19,463.0,67.0,1
20,305.0,489.0,1
21,114.0,298.0,1
22,265.0,405.0,1
23,200.0,164.0,1
24,369.0,108.0,1
25,68.0,61.0,1
26,191.0,186.0,1
27,387.0,107.0,1
28,422.0,355.0,1
29,22.0,35.0,1
30,434.0,107.0,1
31,152.0,389.0,1
32,476.0,214.0,1
33,158.0,368.0,1
34,211.0,343.0,1
35,427.0,102.0,1
36,254.0,406.0,1
37,85.0,23.0,1
38,511.0,8.0,1
39,114.0,288.0,1
40,222.0,152.0,1
41,356.0,100.0,1
42,22.0,26.0,1
43,14.0,104.0,1
44,465.0,164.0,1
45,410.0,271.0,1
46,154.0,398.0,1
47,152.0,373.0,1
48,16.0,31.0,1
49,398.0,310.0,1
50,664.0,746.0,1
51,109.0,843.0,1
52,145.0,857.0,1
53,224.0,133.0,1
54,91.0,837.0,1
55,404.0,282.0,1
56,153.0,221.0,1
57,337.0,242.0,1
58,453.0,32.0,1
59,277.0,1206.0,1
60,106.0,740.0,1
61,300.0,477.0,1
62,235.0,254.0,1
63,9.0,193.0,1
64,438.0,120.0,1
65,416.0,88.0,1
66,285.0,142.0,1
67,215.0,11.0,1
68,160.0,238.0,1
69,202.0,1139.0,1
70,380.0,127.0,1
71,214.0,118.0,1
72,195.0,173.0,1
73,62.0,541.0,1
74,235.0,109.0,1
75,266.0,169.0,1
76,397.0,229.0,1
77,52.0,534.0,1
78,138.0,856.0,1
79,194.0,895.0,1
80,404.0,266.0,1
81,468.0,246.0,1
82,19.0,248.0,1
83,340.0,61.0,1
84,349.0,57.0,1
85,329.0,200.0,1
86,382.0,409.0,1
87,218.0,88.0,1
88,127.0,249.0,1
89,444.0,124.0,1
90,44.0,234.0,1
91,220.0,1000.0,1
92,210.0,53.0,1
93,184.0,209.0,1
94,155.0,1256.0,1
95,205.0,21.0,1
96,57.0,328.0,1
97,26.0,268.0,1
98,211.0,921.0,1
99,200.0,525.0,1
