id, featurePt.x, featurePt.y, status
0,338.0,38.0,1
1,203.0,54.0,1
2,327.0,24.0,1
3,314.0,23.0,1
4,131.0,178.0,1
5,305.0,27.0,1
6,86.0,666.0,1
7,152.0,692.0,1
8,118.0,113.0,1
9,358.0,166.0,1
10,349.0,128.0,1
11,148.0,210.0,1
12,86.0,643.0,1
13,61.0,519.0,1
14,328.0,608.0,1
15,334.0,642.0,1
16,157.0,641.0,1
17,76.0,840.0,1
18,207.0,5.0,1
19,324.0,194.0,1
20,98.0,105.0,1
21,147.0,192.0,1
22,387.0,18.0,1
23,224.0,593.0,1
24,266.0,181.0,1
25,204.0,339.0,1
26,344.0,114.0,1
27,329.0,633.0,1
28,119.0,158.0,1
29,369.0,191.0,1
30,283.0,528.0,1
31,73.0,22.0,1
32,210.0,632.0,1
33,82.0,912.0,1
34,363.0,183.0,1
35,288.0,535.0,1
36,468.0,7.0,1
37,499.0,61.0,1
38,87.0,682.0,1
39,95.0,973.0,1
40,242.0,476.0,1
41,138.0,649.0,1
42,460.0,37.0,1
43,334.0,60.0,1
44,143.0,724.0,1
45,308.0,566.0,1
46,475.0,897.0,1
47,316.0,574.0,1
48,254.0,501.0,1
49,92.0,728.0,1
50,267.0,508.0,1
51,458.0,146.0,1
52,267.0,128.0,1
53,131.0,129.0,1
54,85.0,976.0,1
55,306.0,161.0,1
56,45.0,8.0,1
57,188.0,735.0,1
58,285.0,659.0,1
59,266.0,590.0,1
60,140.0,855.0,1
61,119.0,666.0,1
62,296.0,155.0,1
63,216.0,344.0,1
64,194.0,731.0,1
65,189.0,326.0,1
66,690.0,822.0,1
67,65.0,19.0,1
68,125.0,573.0,1
69,41.0,175.0,1
70,32.0,826.0,1
71,148.0,325.0,1
72,205.0,854.0,1
73,211.0,665.0,1
74,290.0,298.0,1
75,403.0,216.0,1
76,15.0,873.0,1
77,367.0,171.0,1
78,179.0,657.0,1
79,310.0,616.0,1
80,28.0,1051.0,1
81,21.0,660.0,1
82,463.0,139.0,1
83,257.0,131.0,1
84,86.0,565.0,1
85,17.0,155.0,1
86,226.0,432.0,1
87,147.0,1269.0,1
88,314.0,281.0,1
89,140.0,544.0,1
90,6.0,113.0,1
91,39.0,570.0,1
92,695.0,449.0,1
93,19.0,116.0,1
94,342.0,745.0,1
95,715.0,1102.0,1
96,252.0,27.0,1
97,229.0,618.0,1
98,253.0,283.0,1
99,328.0,231.0,1
