id, featurePt.x, featurePt.y, status
0,59.0,185.0,1
1,35.0,200.0,1
2,178.0,338.0,1
3,226.0,651.0,1
4,428.0,194.0,1
5,1.0,183.0,1
6,220.0,119.0,1
7,174.0,146.0,1
8,225.0,133.0,1
9,105.0,652.0,1
10,86.0,458.0,1
11,237.0,652.0,1
12,89.0,448.0,1
13,92.0,679.0,1
14,212.0,109.0,1
15,219.0,650.0,1
16,218.0,393.0,1
17,164.0,201.0,1
18,99.0,667.0,1
19,47.0,226.0,1
20,98.0,189.0,1
21,54.0,201.0,1
22,443.0,416.0,1
23,102.0,441.0,1
24,440.0,246.0,1
25,187.0,365.0,1
26,63.0,53.0,1
27,242.0,238.0,1
28,3.0,797.0,1
29,187.0,330.0,1
30,180.0,150.0,1
31,316.0,275.0,1
32,156.0,403.0,1
33,407.0,335.0,1
34,21.0,15.0,1
35,135.0,516.0,1
36,105.0,51.0,1
37,57.0,255.0,1
38,491.0,168.0,1
39,124.0,457.0,1
40,182.0,622.0,1
41,248.0,663.0,1
42,43.0,829.0,1
43,279.0,266.0,1
44,354.0,459.0,1
45,119.0,69.0,1
46,13.0,199.0,1
47,212.0,389.0,1
48,50.0,115.0,1
49,124.0,18.0,1
50,119.0,60.0,1
51,30.0,268.0,1
52,381.0,487.0,1
53,198.0,349.0,1
54,122.0,1122.0,1
55,415.0,349.0,1
56,108.0,448.0,1
57,168.0,125.0,1
58,172.0,373.0,1
59,82.0,467.0,1
60,302.0,258.0,1
61,305.0,464.0,1
62,207.0,507.0,1
63,381.0,110.0,1
64,260.0,699.0,1
65,200.0,364.0,1
66,410.0,174.0,1
67,366.0,164.0,1
68,110.0,62.0,1
69,334.0,424.0,1
70,212.0,100.0,1
71,257.0,757.0,1
72,296.0,429.0,1
73,77.0,500.0,1
74,42.0,1113.0,1
75,193.0,320.0,1
76,61.0,124.0,1
77,247.0,124.0,1
78,171.0,214.0,1
79,484.0,131.0,1
80,105.0,726.0,1
81,157.0,396.0,1
82,407.0,308.0,1
83,208.0,206.0,1
84,269.0,511.0,1
85,201.0,475.0,1
86,163.0,382.0,1
87,188.0,375.0,1
88,164.0,229.0,1
89,362.0,490.0,1
90,196.0,378.0,1
91,186.0,96.0,1
92,161.0,594.0,1
93,163.0,400.0,1
94,707.0,899.0,1
95,439.0,13.0,1
96,441.0,402.0,1
97,94.0,1195.0,1
98,368.0,450.0,1
99,391.0,177.0,1
